ログID,ユーザーID,アプリ名,フォルダ名,ファイル名/画面タイトル,操作種別,手動キー入力回数,手動入力時間(秒),コピー＆ペースト回数,所要時間(秒),待機/アイドル時間(秒),ウィンドウ切替回数,CPU使用率(%),メモリ使用量(MB),ブラウザタブ数,処理済フラグ,ログ受信日時,クリック数,スクロール数,マウス移動距離(px)
28392,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,50.2,31724.4921875,0,0,2026-08-08 09:31:30,0,0,0
28391,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,59.7,31723.9296875,0,0,2026-08-08 09:31:30,0,0,0
28390,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,96.1,31710.421875,0,0,2026-08-08 09:31:19,0,0,0
28389,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,72.4,31742.17578125,0,0,2026-08-08 09:31:19,0,0,0
28388,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,60.5,31682.5625,0,0,2026-08-08 09:31:09,0,0,0
28387,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,53.7,31731.10546875,0,0,2026-08-08 09:31:09,0,0,0
28386,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,90.3,31686.609375,0,0,2026-08-08 09:31:08,0,0,0
28385,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,90.1,31777.30078125,0,0,2026-08-08 09:30:58,0,0,0
28384,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.2,31811.56640625,0,0,2026-08-08 09:30:58,0,0,0
28383,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,36.3,31783.84765625,0,0,2026-08-08 09:30:48,0,0,0
28382,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.0,31787.64453125,0,0,2026-08-08 09:30:47,0,0,0
28381,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,54.6,31761.69140625,0,0,2026-08-08 09:30:37,0,0,0
28380,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,99.8,31830.8046875,0,0,2026-08-08 09:30:37,0,0,0
28379,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.6,31884.69140625,0,0,2026-08-08 09:30:26,0,0,0
28378,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,41.7,31808.83984375,0,0,2026-08-08 09:30:26,0,0,0
28377,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,43.1,31803.76953125,0,0,2026-08-08 09:30:16,0,0,0
28376,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,46.0,31807.94921875,0,0,2026-08-08 09:30:15,0,0,0
28375,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.8,31812.53125,0,0,2026-08-08 09:30:05,0,0,0
28374,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,50.2,31789.56640625,0,0,2026-08-08 09:30:05,0,0,0
28373,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,56.6,31844.265625,0,0,2026-08-08 09:29:55,0,0,0
28372,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,77.8,31817.0625,0,0,2026-08-08 09:29:54,0,0,0
28371,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,81.4,31833.625,0,0,2026-08-08 09:29:44,0,0,0
28370,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.4,31850.30078125,0,0,2026-08-08 09:29:44,0,0,0
28369,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,42.3,31853.1484375,0,0,2026-08-08 09:29:33,0,0,0
28368,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,50.8,31842.28515625,0,0,2026-08-08 09:29:33,0,0,0
28367,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.6,31802.4375,0,0,2026-08-08 09:29:23,0,0,0
28366,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,40.6,31752.703125,0,0,2026-08-08 09:29:23,0,0,0
28365,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,70.9,31868.0625,0,0,2026-08-08 09:29:12,0,0,0
28364,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,50.5,31876.68359375,0,0,2026-08-08 09:28:55,0,0,0
28363,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,38.4,31828.3671875,0,0,2026-08-08 09:28:45,0,0,0
28362,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,36.6,31809.51953125,0,0,2026-08-08 09:28:44,0,0,0
28361,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,34.8,31854.34375,0,0,2026-08-08 09:28:34,0,0,0
28360,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,38.9,31838.4375,0,0,2026-08-08 09:28:34,0,0,0
28359,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,42.2,31843.9765625,0,0,2026-08-08 09:28:23,0,0,0
28358,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,39.9,31791.58203125,0,0,2026-08-08 09:28:23,0,0,0
28357,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,34.3,31784.8046875,0,0,2026-08-08 09:28:13,0,0,0
28356,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,36.4,31752.25390625,0,0,2026-08-08 09:28:13,0,0,0
28355,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.2,31753.89453125,0,0,2026-08-08 09:28:02,0,0,0
28354,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,49.2,31797.71484375,0,0,2026-08-08 09:28:02,0,0,0
28353,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,93.3,31821.625,0,0,2026-08-08 09:27:52,0,0,0
28352,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,33.3,31836.63671875,0,0,2026-08-08 09:27:51,0,0,0
28351,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,32.7,31869.53515625,0,0,2026-08-08 09:27:51,0,0,0
28350,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,32.1,31819.30078125,0,0,2026-08-08 09:27:41,0,0,0
28349,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,31.0,31824.33984375,0,0,2026-08-08 09:27:41,0,0,0
28348,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.9,31780.7109375,0,0,2026-08-08 09:27:30,0,0,0
28347,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,39.3,31780.2109375,0,0,2026-08-08 09:27:30,0,0,0
28346,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,34.2,31856.87109375,0,0,2026-08-08 09:27:20,0,0,0
28345,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.0,31843.19921875,0,0,2026-08-08 09:27:19,0,0,0
28344,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,33.5,31794.58203125,0,0,2026-08-08 09:27:09,0,0,0
28343,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.7,31787.31640625,0,0,2026-08-08 09:27:09,0,0,0
28342,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,41.9,31793.52734375,0,0,2026-08-08 09:26:59,0,0,0
28341,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,54.5,31792.8828125,0,0,2026-08-08 09:26:58,0,0,0
28340,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.3,31799.671875,0,0,2026-08-08 09:26:48,0,0,0
28339,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,97.2,31823.53125,0,0,2026-08-08 09:26:48,0,0,0
28338,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,34.2,31815.8125,0,0,2026-08-08 09:26:38,0,0,0
28337,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.2,31786.79296875,0,0,2026-08-08 09:26:37,0,0,0
28336,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,55.3,31781.88671875,0,0,2026-08-08 09:26:27,0,0,0
28335,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,56.3,31817.0234375,0,0,2026-08-08 09:26:27,0,0,0
28334,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,52.0,31715.84375,0,0,2026-08-08 09:26:17,0,0,0
28333,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.7,31660.6875,0,0,2026-08-08 09:26:16,0,0,0
28332,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,42.8,31625.8203125,0,0,2026-08-08 09:26:06,0,0,0
28331,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.0,31756.00390625,0,0,2026-08-08 09:26:06,0,0,0
28330,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.5,31779.87109375,0,0,2026-08-08 09:25:56,0,0,0
28329,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,42.9,31765.23828125,0,0,2026-08-08 09:25:55,0,0,0
28328,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.2,31770.6875,0,0,2026-08-08 09:25:55,0,0,0
28327,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,71.7,31780.12890625,0,0,2026-08-08 09:25:45,0,0,0
28326,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,70.0,31735.05078125,0,0,2026-08-08 09:25:45,0,0,0
28325,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,43.0,31717.8046875,0,0,2026-08-08 09:25:34,0,0,0
28324,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.0,31661.41015625,0,0,2026-08-08 09:25:34,0,0,0
28323,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.9,31743.1328125,0,0,2026-08-08 09:25:24,0,0,0
28322,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,43.9,31700.44921875,0,0,2026-08-08 09:25:23,0,0,0
28321,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.4,31696.6796875,0,0,2026-08-08 09:25:13,0,0,0
28320,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,46.7,31708.1171875,0,0,2026-08-08 09:25:13,0,0,0
28319,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.0,31696.0390625,0,0,2026-08-08 09:25:03,0,0,0
28318,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,49.4,31703.6328125,0,0,2026-08-08 09:25:02,0,0,0
28317,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.5,31677.23828125,0,0,2026-08-08 09:24:52,0,0,0
28316,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.4,31685.8984375,0,0,2026-08-08 09:24:52,0,0,0
28315,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,89.3,31733.734375,0,0,2026-08-08 09:24:42,0,0,0
28314,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,54.1,31679.046875,0,0,2026-08-08 09:24:41,0,0,0
28313,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,39.0,31708.76171875,0,0,2026-08-08 09:24:31,0,0,0
28312,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.0,31716.8828125,0,0,2026-08-08 09:24:31,0,0,0
28311,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,92.0,31669.578125,0,0,2026-08-08 09:24:20,0,0,0
28310,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,56.3,31770.5234375,0,0,2026-08-08 09:24:20,0,0,0
28309,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,39.2,31747.46484375,0,0,2026-08-08 09:24:10,0,0,0
28308,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,44.4,31659.8203125,0,0,2026-08-08 09:24:10,0,0,0
28307,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,無題 - Google Chrome,macro,0,0,0,5,0,0,39.4,31589.921875,0,0,2026-08-08 09:23:59,0,0,0
28306,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,従業員マスタ設定 - TaskMining - Google Chrome,macro,0,0,0,5,0,0,52.5,31592.70703125,0,0,2026-08-08 09:23:59,0,0,0
28305,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,60.0,31474.3125,0,0,2026-08-08 09:23:59,0,0,0
28304,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,36.6,31454.7734375,0,0,2026-08-08 09:23:48,0,0,0
28303,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,37.0,31331.77734375,0,0,2026-08-08 09:23:48,0,0,0
28302,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,40.9,31249.23828125,0,0,2026-08-08 09:23:38,0,0,0
28301,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,43.6,31145.2109375,0,0,2026-08-08 09:23:38,0,0,0
28300,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,42.2,31105.61328125,0,0,2026-08-08 09:23:27,0,0,0
28299,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,44.8,31016.8125,0,0,2026-08-08 09:23:27,0,0,0
28298,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,33.8,30970.421875,0,0,2026-08-08 09:23:17,0,0,0
28297,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,35.9,30886.6875,0,0,2026-08-08 09:23:17,0,0,0
28296,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,55.2,30846.50390625,0,0,2026-08-08 09:23:06,0,0,0
28295,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,33.7,30830.875,0,0,2026-08-08 09:23:06,0,0,0
28294,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,40.0,30820.13671875,0,0,2026-08-08 09:22:56,0,0,0
28293,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,部門ビュー (マクロ) - TaskMining - Google Chrome,macro,0,0,0,5,0,0,44.3,30826.81640625,0,0,2026-08-08 09:22:55,0,0,0
28292,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,41.5,30783.90625,0,0,2026-08-08 09:22:45,0,0,0
28291,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,45.0,30944.5390625,0,0,2026-08-08 09:22:45,0,0,0
28290,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,83.1,31050.50390625,0,0,2026-08-08 09:22:35,0,0,0
28289,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,48.3,31037.25390625,0,0,2026-08-08 09:22:34,0,0,0
28288,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,50.5,30969.38671875,0,0,2026-08-08 09:22:24,0,0,0
28287,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,90.7,31275.3671875,0,0,2026-08-08 09:22:24,0,0,0
28286,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,70.9,31479.03125,0,0,2026-08-08 09:22:14,0,0,0
28285,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,54.9,31410.87890625,0,0,2026-08-08 09:22:13,0,0,0
28284,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,36.1,31156.41796875,0,0,2026-08-08 09:22:03,0,0,0
28283,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,42.3,31365.70703125,0,0,2026-08-08 09:22:02,0,0,0
28282,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,37.1,31614.96875,0,0,2026-08-08 09:21:51,0,0,0
28281,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,52.3,31922.69140625,0,0,2026-08-08 09:21:50,0,0,0
28280,ea8b1d32-6645-4ae3-8ca7-276260105c75,explorer.exe,,システム トレイ オーバーフロー ウィンドウ。,macro,0,0,0,5,0,0,41.4,31894.3203125,0,0,2026-08-08 09:21:40,0,0,0
28279,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,34.5,31896.33984375,0,0,2026-08-08 09:21:40,0,0,0
28278,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,0.0,31910.44140625,0,0,2026-08-08 09:21:39,0,0,0
28277,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,52.3,31809.19140625,0,0,2026-08-08 09:21:29,0,0,0
28276,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,42.9,31802.140625,0,0,2026-08-08 09:21:29,0,0,0
28275,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.8,31811.90234375,0,0,2026-08-08 09:20:56,0,0,0
28274,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,55.7,31748.0703125,0,0,2026-08-08 09:20:56,0,0,0
28273,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.8,31704.6953125,0,0,2026-08-08 09:20:46,0,0,0
28272,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.7,31735.9296875,0,0,2026-08-08 09:20:45,0,0,0
28271,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,40.0,31649.578125,0,0,2026-08-08 09:20:35,0,0,0
28270,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,46.3,31691.4375,0,0,2026-08-08 09:20:35,0,0,0
28269,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,81.0,31672.078125,0,0,2026-08-08 09:20:24,0,0,0
28268,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.7,31791.47265625,0,0,2026-08-08 09:20:24,0,0,0
28267,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.6,31742.54296875,0,0,2026-08-08 09:20:14,0,0,0
28266,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,42.5,31774.9375,0,0,2026-08-08 09:20:14,0,0,0
28265,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.2,31755.78515625,0,0,2026-08-08 09:20:03,0,0,0
28264,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.4,31747.34765625,0,0,2026-08-08 09:20:03,0,0,0
28263,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,44.8,31790.22265625,0,0,2026-08-08 09:20:03,0,0,0
28262,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,72.2,31752.125,0,0,2026-08-08 09:19:53,0,0,0
